bulan,periode,stok,cuaca,penjualan
Juli,7779,289,Cerah,96
Februari,7780,196,Cerah,102
September,7781,188,Mendung,127
September,7782,341,Mendung,203
November,7783,271,Cerah,179
September,7784,311,Hujan,84
Maret,7785,187,Hujan,131
Februari,7786,254,Cerah,94
Juni,7787,156,Mendung,167
Januari,7788,192,Cerah,161
November,7789,347,Mendung,154
April,7790,189,Mendung,174
Mei,7791,330,Hujan,97
Februari,7792,213,Cerah,84
Januari,7793,284,Cerah,118
September,7794,274,Mendung,142
Februari,7795,135,Cerah,179
Juli,7796,190,Hujan,137
April,7797,110,Mendung,213
April,7798,276,Mendung,144
September,7799,123,Mendung,197
Agustus,7800,210,Hujan,120
November,7801,159,Hujan,196
November,7802,287,Hujan,212
April,7803,114,Mendung,130
Desember,7804,325,Mendung,103
Maret,7805,323,Mendung,96
September,7806,114,Hujan,168
November,7807,314,Mendung,104
Maret,7808,112,Mendung,84
Oktober,7809,139,Hujan,125
Juli,7810,100,Mendung,145
Februari,7811,233,Cerah,215
April,7812,187,Mendung,113
Desember,7813,322,Cerah,99
Maret,7814,236,Hujan,141
Mei,7815,326,Cerah,111
April,7816,295,Cerah,101
Agustus,7817,278,Mendung,140
September,7818,261,Mendung,122
Agustus,7819,151,Hujan,193
Maret,7820,341,Hujan,138
Mei,7821,287,Hujan,159
November,7822,147,Mendung,217
November,7823,256,Mendung,152
Juli,7824,240,Mendung,186
September,7825,220,Mendung,141
Februari,7826,348,Hujan,161
Desember,7827,272,Cerah,106
April,7828,145,Cerah,166
September,7829,113,Hujan,74
November,7830,164,Cerah,204
Juli,7831,301,Mendung,94
Januari,7832,274,Cerah,132
September,7833,234,Mendung,170
Februari,7834,323,Mendung,192
Mei,7835,337,Cerah,148
Agustus,7836,305,Cerah,133
Desember,7837,196,Cerah,206
Februari,7838,246,Mendung,171
November,7839,339,Cerah,139
Desember,7840,131,Mendung,168
Februari,7841,206,Cerah,103
September,7842,199,Hujan,78
Juli,7843,162,Cerah,111
Januari,7844,274,Hujan,95
Mei,7845,199,Cerah,73
Mei,7846,213,Cerah,170
Oktober,7847,313,Hujan,130
Agustus,7848,162,Hujan,211
Oktober,7849,120,Cerah,186
September,7850,166,Hujan,150
Oktober,7851,317,Hujan,166
Desember,7852,233,Cerah,115
Januari,7853,337,Hujan,173
Mei,7854,256,Hujan,216
Juli,7855,275,Hujan,97
Februari,7856,152,Mendung,177
April,7857,277,Cerah,155
Juni,7858,202,Cerah,76
Oktober,7859,291,Mendung,74
Oktober,7860,289,Mendung,195
November,7861,158,Mendung,87
Juni,7862,149,Hujan,142
Mei,7863,313,Cerah,145
Januari,7864,224,Mendung,76
Desember,7865,100,Mendung,88
Juni,7866,152,Hujan,165
April,7867,175,Hujan,134
September,7868,207,Hujan,139
September,7869,272,Cerah,82
April,7870,266,Hujan,182
Februari,7871,101,Hujan,166
September,7872,308,Mendung,168
Mei,7873,203,Hujan,84
Oktober,7874,235,Cerah,153
September,7875,204,Cerah,111
April,7876,144,Mendung,120
September,7877,338,Hujan,89
September,7878,156,Mendung,107
Maret,7879,284,Hujan,205
November,7880,134,Hujan,199
Januari,7881,310,Hujan,104
Mei,7882,221,Hujan,98
Maret,7883,184,Cerah,129
Juli,7884,284,Mendung,103
Januari,7885,264,Hujan,219
Juni,7886,229,Mendung,210
Agustus,7887,199,Cerah,149
Oktober,7888,160,Cerah,98
Mei,7889,296,Cerah,93
Mei,7890,280,Cerah,127
April,7891,304,Hujan,172
November,7892,116,Hujan,147
Juni,7893,258,Mendung,164
November,7894,139,Mendung,142
Agustus,7895,325,Cerah,119
Oktober,7896,185,Hujan,154
September,7897,129,Cerah,183
Oktober,7898,215,Hujan,197
April,7899,212,Cerah,110
Desember,7900,252,Cerah,128
Februari,7901,258,Cerah,142
Februari,7902,318,Cerah,103
Juli,7903,346,Mendung,191
September,7904,135,Mendung,193
Maret,7905,140,Mendung,148
Januari,7906,281,Cerah,169
April,7907,162,Mendung,207
Januari,7908,153,Cerah,208
Maret,7909,231,Cerah,83
Februari,7910,152,Hujan,151
Februari,7911,143,Hujan,108
Februari,7912,229,Mendung,163
September,7913,145,Mendung,156
Juni,7914,257,Hujan,198
Maret,7915,182,Mendung,98
Mei,7916,278,Cerah,140
Juni,7917,165,Mendung,97
November,7918,168,Mendung,202
Juni,7919,297,Mendung,178
Juni,7920,348,Hujan,164
Mei,7921,168,Hujan,167
Februari,7922,258,Cerah,108
Mei,7923,111,Mendung,131
September,7924,200,Cerah,167
Desember,7925,286,Hujan,199
Februari,7926,286,Mendung,203
Februari,7927,191,Mendung,130
Agustus,7928,132,Hujan,129
Februari,7929,136,Cerah,163
Desember,7930,126,Mendung,71
Oktober,7931,187,Mendung,81
Juni,7932,311,Hujan,121
Februari,7933,167,Mendung,98
Juli,7934,307,Mendung,208
Februari,7935,219,Cerah,145
Maret,7936,132,Hujan,137
Februari,7937,309,Cerah,71
Oktober,7938,235,Cerah,217
Juni,7939,319,Cerah,201
November,7940,144,Cerah,85
Februari,7941,109,Cerah,184
November,7942,319,Cerah,115
November,7943,197,Cerah,127
Maret,7944,255,Cerah,104
Oktober,7945,319,Mendung,95
Maret,7946,333,Cerah,131
Oktober,7947,276,Mendung,172
Mei,7948,227,Hujan,176
Mei,7949,159,Cerah,90
Maret,7950,335,Mendung,166
Juli,7951,286,Cerah,188
Agustus,7952,182,Cerah,191
Desember,7953,276,Hujan,86
Januari,7954,180,Cerah,89
September,7955,166,Mendung,203
Maret,7956,346,Hujan,144
Desember,7957,205,Cerah,168
Desember,7958,245,Cerah,136
Oktober,7959,344,Cerah,212
Juni,7960,227,Cerah,121
September,7961,267,Hujan,187
Juni,7962,288,Hujan,131
Oktober,7963,174,Mendung,88
Juni,7964,335,Cerah,79
November,7965,305,Mendung,211
Januari,7966,271,Hujan,204
Juni,7967,280,Mendung,172
Juli,7968,170,Hujan,162
Juli,7969,337,Hujan,159
April,7970,307,Cerah,126
Mei,7971,247,Cerah,86
Agustus,7972,336,Mendung,148
Agustus,7973,113,Mendung,103
Januari,7974,208,Mendung,176
Agustus,7975,322,Cerah,212
Oktober,7976,125,Mendung,101
Oktober,7977,215,Hujan,214
November,7978,271,Hujan,194
Maret,7979,210,Cerah,135
Agustus,7980,126,Hujan,136
Januari,7981,192,Mendung,96
Agustus,7982,266,Mendung,124
Oktober,7983,234,Cerah,167
Juni,7984,231,Cerah,161
Februari,7985,240,Mendung,148
Agustus,7986,150,Mendung,171
Desember,7987,274,Mendung,214
April,7988,132,Cerah,118
April,7989,270,Mendung,174
Juli,7990,173,Hujan,190
Januari,7991,131,Cerah,154
Desember,7992,257,Mendung,131
Mei,7993,294,Cerah,133
Mei,7994,228,Hujan,132
Desember,7995,150,Cerah,106
Februari,7996,308,Cerah,101
Maret,7997,188,Cerah,192
Oktober,7998,267,Cerah,76
Juli,7999,105,Cerah,190
September,8000,145,Cerah,72
Juli,8001,275,Hujan,171
Agustus,8002,136,Cerah,208
November,8003,108,Mendung,181
Juli,8004,291,Mendung,203
April,8005,244,Hujan,93
Januari,8006,167,Cerah,94
Februari,8007,305,Cerah,165
Maret,8008,110,Hujan,141
Desember,8009,329,Mendung,182
September,8010,348,Hujan,107
Agustus,8011,296,Cerah,78
September,8012,179,Hujan,115
Oktober,8013,133,Hujan,188
Juni,8014,269,Cerah,79
September,8015,223,Hujan,153
Februari,8016,135,Hujan,103
Juni,8017,286,Cerah,71
Juli,8018,172,Cerah,74
April,8019,339,Cerah,92
Juli,8020,139,Hujan,144
Oktober,8021,304,Cerah,83
Januari,8022,187,Cerah,118
April,8023,195,Cerah,125
Januari,8024,288,Mendung,134
Juni,8025,174,Cerah,129
Februari,8026,211,Hujan,81
Juni,8027,105,Mendung,162
Agustus,8028,175,Hujan,132
Maret,8029,181,Cerah,146
Maret,8030,333,Hujan,204
April,8031,250,Cerah,195
Juni,8032,157,Cerah,183
Juni,8033,225,Cerah,163
Agustus,8034,196,Cerah,137
Februari,8035,174,Hujan,133
Mei,8036,334,Mendung,141
Oktober,8037,203,Hujan,90
November,8038,280,Mendung,178
November,8039,175,Cerah,179
Agustus,8040,343,Mendung,110
Maret,8041,314,Hujan,195
Maret,8042,169,Mendung,129
Maret,8043,230,Mendung,76
Desember,8044,218,Hujan,117
September,8045,183,Mendung,140
Desember,8046,250,Mendung,92
Februari,8047,314,Cerah,80
April,8048,331,Cerah,187
April,8049,223,Cerah,116
Desember,8050,220,Mendung,171
Januari,8051,220,Cerah,175
Januari,8052,307,Hujan,94
September,8053,314,Mendung,198
Agustus,8054,343,Cerah,109
Maret,8055,129,Cerah,128
Oktober,8056,114,Mendung,125
Agustus,8057,257,Hujan,96
November,8058,324,Hujan,142
Mei,8059,313,Cerah,173
Desember,8060,218,Hujan,112
Agustus,8061,262,Cerah,198
Januari,8062,298,Mendung,128
Mei,8063,344,Hujan,127
September,8064,130,Cerah,178
Juli,8065,245,Hujan,99
Februari,8066,151,Hujan,93
Oktober,8067,201,Cerah,133
April,8068,239,Hujan,110
April,8069,346,Hujan,182
Desember,8070,308,Cerah,167
Januari,8071,110,Mendung,210
Juli,8072,195,Cerah,166
Maret,8073,288,Mendung,156
April,8074,201,Mendung,95
Juli,8075,322,Mendung,92
Oktober,8076,208,Hujan,209
Juni,8077,252,Mendung,107
September,8078,316,Cerah,145
Agustus,8079,268,Mendung,201
Januari,8080,281,Mendung,205
Juli,8081,173,Hujan,208
Agustus,8082,225,Hujan,84
September,8083,152,Cerah,76
April,8084,289,Mendung,207
Desember,8085,182,Cerah,209
November,8086,236,Hujan,179
Januari,8087,168,Hujan,143
Oktober,8088,306,Hujan,205
April,8089,155,Cerah,144
Maret,8090,325,Hujan,97
Juli,8091,145,Mendung,199
September,8092,197,Mendung,108
Juli,8093,220,Hujan,105
November,8094,125,Cerah,151
Juni,8095,280,Cerah,167
April,8096,289,Hujan,187
Maret,8097,176,Mendung,110
Oktober,8098,118,Mendung,209
Februari,8099,125,Cerah,208
Maret,8100,208,Hujan,86
Januari,8101,290,Cerah,202
Januari,8102,115,Mendung,134
Maret,8103,106,Hujan,107
Maret,8104,177,Mendung,166
Agustus,8105,223,Hujan,216
Februari,8106,176,Hujan,110
Februari,8107,286,Hujan,148
Maret,8108,302,Mendung,176
April,8109,187,Mendung,189
Juli,8110,285,Mendung,208
Juni,8111,284,Mendung,215
Desember,8112,116,Hujan,165
Mei,8113,297,Mendung,130
Oktober,8114,149,Mendung,86
Maret,8115,191,Mendung,163
Agustus,8116,229,Cerah,130
Juli,8117,294,Mendung,149
September,8118,250,Cerah,119
Mei,8119,273,Mendung,154
Mei,8120,165,Cerah,163
Februari,8121,186,Cerah,172
Juli,8122,137,Mendung,164
Februari,8123,218,Hujan,85
April,8124,188,Cerah,203
September,8125,112,Cerah,192
Desember,8126,278,Mendung,76
November,8127,281,Mendung,74
Juni,8128,342,Hujan,201
Agustus,8129,143,Mendung,218
Agustus,8130,215,Mendung,97
November,8131,229,Mendung,184
Februari,8132,107,Cerah,92
Maret,8133,349,Cerah,87
Mei,8134,215,Cerah,122
Februari,8135,110,Mendung,204
Maret,8136,288,Cerah,111
Februari,8137,261,Mendung,186
November,8138,189,Hujan,107
Mei,8139,219,Mendung,172
November,8140,290,Cerah,126
Juli,8141,247,Hujan,130
November,8142,252,Cerah,145
Februari,8143,164,Mendung,121
Januari,8144,223,Mendung,73
Agustus,8145,294,Cerah,170
Desember,8146,209,Cerah,203
Desember,8147,157,Hujan,173
Juli,8148,300,Mendung,172
Februari,8149,302,Hujan,158
Desember,8150,325,Mendung,109
Januari,8151,275,Mendung,82
Maret,8152,138,Mendung,184
Juni,8153,275,Mendung,76
Mei,8154,344,Mendung,122
Oktober,8155,289,Cerah,206
Desember,8156,314,Hujan,204
April,8157,206,Hujan,185
September,8158,278,Hujan,90
Juni,8159,320,Mendung,133
Desember,8160,249,Hujan,206
Februari,8161,266,Mendung,116
April,8162,189,Mendung,80
Agustus,8163,295,Mendung,164
Desember,8164,264,Hujan,172
Maret,8165,203,Hujan,150
April,8166,120,Cerah,90
Oktober,8167,251,Mendung,213
November,8168,130,Cerah,211
Januari,8169,348,Cerah,134
Mei,8170,117,Hujan,218
April,8171,336,Cerah,98
Mei,8172,154,Mendung,95
November,8173,159,Mendung,206
September,8174,131,Cerah,96
Februari,8175,258,Mendung,89
Maret,8176,272,Mendung,121
November,8177,215,Hujan,80
September,8178,242,Mendung,115
Januari,8179,178,Mendung,145
Februari,8180,165,Cerah,110
November,8181,266,Cerah,157
Juli,8182,127,Cerah,124
Mei,8183,187,Cerah,135
Februari,8184,167,Mendung,96
November,8185,341,Mendung,78
September,8186,326,Mendung,76
Desember,8187,102,Hujan,128
November,8188,221,Cerah,95
Oktober,8189,255,Mendung,147
Juni,8190,123,Hujan,95
Oktober,8191,233,Cerah,147
Oktober,8192,156,Hujan,155
April,8193,137,Hujan,100
November,8194,242,Hujan,126
November,8195,289,Cerah,105
April,8196,301,Hujan,207
Agustus,8197,270,Cerah,140
Februari,8198,259,Hujan,194
Februari,8199,252,Hujan,85
Maret,8200,287,Mendung,136
November,8201,195,Hujan,185
Februari,8202,321,Mendung,172
Februari,8203,171,Cerah,96
Februari,8204,175,Cerah,160
April,8205,347,Hujan,157
Januari,8206,139,Hujan,145
Oktober,8207,189,Hujan,139
November,8208,231,Hujan,100
September,8209,107,Hujan,182
Juni,8210,155,Mendung,160
November,8211,220,Cerah,104
Agustus,8212,158,Mendung,141
Juni,8213,228,Hujan,75
Mei,8214,146,Mendung,138
Juni,8215,230,Hujan,101
Januari,8216,265,Mendung,115
Juli,8217,182,Hujan,163
Mei,8218,252,Mendung,96
Februari,8219,230,Cerah,127
Februari,8220,178,Mendung,192
Februari,8221,120,Hujan,208
Mei,8222,166,Cerah,108
Maret,8223,345,Cerah,103
Februari,8224,150,Cerah,101
Maret,8225,129,Mendung,161
Oktober,8226,192,Hujan,111
Juni,8227,318,Mendung,190
Agustus,8228,169,Hujan,152
Februari,8229,285,Hujan,189
Agustus,8230,242,Mendung,143
Mei,8231,256,Cerah,138
September,8232,212,Mendung,87
November,8233,154,Mendung,212
Mei,8234,224,Cerah,176
September,8235,172,Mendung,155
September,8236,191,Cerah,76
Mei,8237,286,Hujan,75
Februari,8238,269,Cerah,86
September,8239,163,Hujan,164
Desember,8240,199,Hujan,130
Maret,8241,278,Cerah,215
Mei,8242,155,Cerah,79
Juli,8243,200,Mendung,96
Juli,8244,301,Cerah,201
Januari,8245,197,Mendung,72
Mei,8246,347,Mendung,87
Juni,8247,181,Hujan,159
Juli,8248,252,Cerah,197
Juni,8249,132,Hujan,74
Februari,8250,243,Mendung,199
Mei,8251,267,Mendung,175
Desember,8252,105,Mendung,201
Mei,8253,132,Hujan,175
Januari,8254,313,Hujan,177
September,8255,308,Mendung,119
Mei,8256,208,Hujan,169
Juli,8257,297,Hujan,122
April,8258,267,Hujan,216
Maret,8259,155,Hujan,194
Desember,8260,249,Cerah,119
Mei,8261,166,Hujan,140
Februari,8262,257,Hujan,167
November,8263,290,Hujan,192
Mei,8264,285,Mendung,94
Oktober,8265,167,Hujan,112
Februari,8266,103,Cerah,215
Maret,8267,150,Cerah,214
Juni,8268,110,Cerah,196
Juni,8269,200,Mendung,170
Juli,8270,312,Mendung,119
September,8271,145,Mendung,214
Juli,8272,181,Hujan,133
Agustus,8273,146,Hujan,183
Mei,8274,152,Cerah,142
Oktober,8275,248,Hujan,114
Januari,8276,213,Cerah,211
Maret,8277,176,Hujan,151
Juni,8278,225,Cerah,116
Januari,8279,238,Hujan,199
April,8280,217,Hujan,120
Maret,8281,191,Hujan,116
Maret,8282,250,Mendung,70
Januari,8283,149,Cerah,141
Juli,8284,186,Mendung,216
Februari,8285,217,Mendung,180
November,8286,150,Hujan,188
Desember,8287,340,Hujan,191
September,8288,277,Cerah,163
Februari,8289,286,Hujan,113
Februari,8290,112,Hujan,194
Juli,8291,243,Mendung,163
Agustus,8292,329,Hujan,115
Maret,8293,277,Hujan,122
Januari,8294,298,Hujan,109
Maret,8295,130,Cerah,197
Agustus,8296,219,Cerah,149
November,8297,281,Hujan,127
Agustus,8298,106,Mendung,157
November,8299,342,Hujan,125
September,8300,157,Mendung,177
Januari,8301,227,Hujan,141
Maret,8302,148,Mendung,148
September,8303,132,Hujan,133
Juli,8304,185,Cerah,207
Maret,8305,150,Mendung,214
Agustus,8306,144,Cerah,181
September,8307,251,Cerah,158
September,8308,322,Mendung,87
Juni,8309,142,Cerah,216
Mei,8310,244,Hujan,207
Oktober,8311,208,Hujan,206
Februari,8312,107,Hujan,144
Maret,8313,172,Mendung,102
Mei,8314,252,Hujan,197
Agustus,8315,192,Cerah,109
Mei,8316,194,Hujan,88
Juli,8317,270,Cerah,166
September,8318,254,Hujan,175
Agustus,8319,340,Mendung,202
Oktober,8320,347,Cerah,132
Maret,8321,136,Hujan,84
Maret,8322,170,Mendung,76
Agustus,8323,272,Mendung,132
Juli,8324,327,Mendung,131
April,8325,336,Hujan,85
September,8326,308,Mendung,77
Juli,8327,264,Hujan,79
Februari,8328,316,Cerah,118
Maret,8329,207,Mendung,94
Agustus,8330,257,Mendung,211
Juli,8331,276,Cerah,199
Januari,8332,348,Cerah,168
November,8333,176,Cerah,124
Mei,8334,274,Mendung,123
Oktober,8335,184,Hujan,126
Juli,8336,202,Hujan,127
Juli,8337,276,Hujan,83
Desember,8338,210,Mendung,160
Juni,8339,328,Cerah,147
Maret,8340,259,Cerah,118
Desember,8341,298,Hujan,141
Agustus,8342,244,Cerah,200
April,8343,107,Cerah,194
Maret,8344,302,Cerah,122
November,8345,205,Hujan,81
Februari,8346,333,Hujan,194
Juli,8347,100,Cerah,155
November,8348,319,Mendung,210
Mei,8349,280,Mendung,109
Januari,8350,109,Cerah,130
Agustus,8351,108,Cerah,149
Juni,8352,317,Mendung,78
September,8353,255,Hujan,134
Mei,8354,310,Mendung,143
Desember,8355,135,Hujan,84
Agustus,8356,118,Cerah,196
September,8357,337,Hujan,83
Juli,8358,310,Cerah,93
November,8359,139,Mendung,110
Mei,8360,348,Mendung,186
November,8361,222,Hujan,160
Mei,8362,270,Cerah,146
Oktober,8363,323,Cerah,93
Februari,8364,229,Mendung,181
Maret,8365,101,Hujan,152
Agustus,8366,295,Mendung,126
Juni,8367,219,Hujan,160
November,8368,319,Mendung,215
Maret,8369,104,Hujan,194
Agustus,8370,299,Mendung,105
Agustus,8371,308,Mendung,116
Desember,8372,229,Mendung,182
April,8373,346,Cerah,139
Desember,8374,177,Mendung,158
Desember,8375,165,Cerah,96
Februari,8376,152,Cerah,103
Mei,8377,180,Cerah,182
Mei,8378,294,Cerah,128
Februari,8379,292,Mendung,170
Desember,8380,125,Mendung,77
Februari,8381,268,Cerah,215
Juli,8382,277,Cerah,147
Mei,8383,130,Hujan,191
Juni,8384,343,Mendung,195
Mei,8385,247,Cerah,114
Januari,8386,328,Hujan,189
April,8387,158,Cerah,155
Mei,8388,215,Hujan,160
Maret,8389,334,Mendung,198
Juni,8390,199,Cerah,210
September,8391,298,Hujan,95
Januari,8392,213,Cerah,157
Mei,8393,142,Hujan,214
November,8394,302,Cerah,171
Oktober,8395,119,Cerah,107
Mei,8396,121,Mendung,152
April,8397,216,Hujan,136
Januari,8398,191,Cerah,200
Februari,8399,279,Mendung,165
September,8400,267,Hujan,219
November,8401,288,Cerah,181
November,8402,202,Hujan,197
April,8403,171,Cerah,153
Oktober,8404,117,Hujan,219
Desember,8405,195,Mendung,216
Mei,8406,170,Cerah,73
Oktober,8407,166,Cerah,192
September,8408,242,Mendung,112
Oktober,8409,168,Hujan,91
April,8410,282,Mendung,125
Januari,8411,340,Mendung,129
Mei,8412,177,Mendung,190
Desember,8413,227,Cerah,183
Agustus,8414,343,Hujan,75
Mei,8415,236,Hujan,73
Desember,8416,273,Hujan,131
Desember,8417,186,Mendung,156
September,8418,137,Hujan,173
Juni,8419,293,Cerah,80
Juni,8420,323,Mendung,78
September,8421,291,Mendung,116
Juli,8422,189,Hujan,215
Juli,8423,147,Hujan,187
Juli,8424,220,Mendung,135
Maret,8425,147,Hujan,140
Mei,8426,164,Mendung,212
Agustus,8427,136,Cerah,86
Mei,8428,126,Hujan,100
Juli,8429,259,Hujan,167
November,8430,101,Mendung,187
Agustus,8431,120,Mendung,114
September,8432,292,Cerah,84
September,8433,319,Hujan,72
Oktober,8434,293,Cerah,114
Juli,8435,120,Mendung,180
Februari,8436,299,Cerah,167
Februari,8437,282,Mendung,199
Agustus,8438,155,Mendung,175
Desember,8439,123,Mendung,190
Januari,8440,221,Mendung,166
Maret,8441,171,Cerah,80
Februari,8442,302,Mendung,192
Mei,8443,283,Mendung,174
Oktober,8444,329,Hujan,107
Oktober,8445,194,Cerah,151
Mei,8446,246,Hujan,167
September,8447,247,Mendung,114
November,8448,160,Cerah,162
Juni,8449,223,Mendung,129
September,8450,297,Hujan,214
Oktober,8451,184,Cerah,131
Agustus,8452,156,Cerah,168
Juni,8453,156,Mendung,173
September,8454,224,Cerah,133
Juni,8455,243,Mendung,110
Maret,8456,103,Mendung,202
Februari,8457,292,Hujan,82
Desember,8458,253,Cerah,197
Juli,8459,133,Mendung,168
Maret,8460,292,Cerah,87
Januari,8461,201,Cerah,124
Juni,8462,208,Cerah,143
Juni,8463,325,Cerah,176
Oktober,8464,171,Hujan,112
Agustus,8465,187,Mendung,188
Februari,8466,329,Cerah,83
Mei,8467,250,Mendung,159
Januari,8468,263,Mendung,162
November,8469,301,Cerah,200
Desember,8470,198,Hujan,128
Desember,8471,133,Mendung,162
November,8472,135,Hujan,122
Mei,8473,164,Hujan,185
Agustus,8474,312,Mendung,143
Juli,8475,261,Mendung,173
November,8476,330,Hujan,211
April,8477,124,Mendung,183
Februari,8478,138,Hujan,167
Oktober,8479,315,Cerah,195
Oktober,8480,338,Mendung,83
Juli,8481,255,Hujan,170
Desember,8482,285,Mendung,169
Juli,8483,312,Cerah,121
Maret,8484,277,Cerah,216
Mei,8485,344,Mendung,121
Februari,8486,196,Mendung,163
Februari,8487,218,Cerah,71
Mei,8488,172,Cerah,194
Februari,8489,180,Mendung,192
November,8490,106,Hujan,132
Oktober,8491,253,Mendung,127
Maret,8492,127,Cerah,81
Maret,8493,293,Cerah,164
September,8494,317,Mendung,200
Oktober,8495,127,Hujan,182
April,8496,111,Cerah,116
Januari,8497,118,Hujan,146
Mei,8498,205,Mendung,133
Juni,8499,292,Hujan,206
Maret,8500,175,Hujan,200
Desember,8501,220,Mendung,201
November,8502,261,Mendung,131
Juni,8503,194,Cerah,205
Januari,8504,283,Cerah,93
Agustus,8505,258,Mendung,143
Februari,8506,346,Cerah,181
Oktober,8507,171,Mendung,155
November,8508,325,Hujan,117
November,8509,169,Mendung,159
Agustus,8510,114,Mendung,145
Oktober,8511,171,Hujan,207
Juni,8512,301,Mendung,180
April,8513,103,Hujan,161
Januari,8514,263,Hujan,204
Maret,8515,323,Cerah,90
April,8516,323,Mendung,120
Januari,8517,305,Cerah,157
Juni,8518,251,Hujan,128
Juni,8519,309,Mendung,122
Desember,8520,163,Mendung,157
Februari,8521,272,Mendung,81
Januari,8522,151,Hujan,114
Maret,8523,301,Cerah,184
Maret,8524,214,Cerah,98
Januari,8525,162,Cerah,76
Januari,8526,240,Mendung,130
Juli,8527,331,Cerah,88
Juli,8528,208,Mendung,192
Juni,8529,308,Hujan,214
November,8530,325,Cerah,76
Februari,8531,339,Cerah,80
Desember,8532,191,Cerah,162
Oktober,8533,108,Hujan,203
November,8534,166,Hujan,88
Januari,8535,254,Cerah,162
April,8536,138,Mendung,193
September,8537,184,Cerah,215
Agustus,8538,263,Mendung,123
Februari,8539,111,Cerah,120
April,8540,155,Cerah,127
Oktober,8541,100,Hujan,141
Oktober,8542,136,Mendung,205
Mei,8543,106,Hujan,123
Januari,8544,348,Hujan,187
Oktober,8545,267,Cerah,128
September,8546,280,Cerah,195
September,8547,346,Hujan,88
Desember,8548,148,Hujan,73
Desember,8549,327,Mendung,207
November,8550,240,Hujan,137
Juli,8551,236,Mendung,142
Januari,8552,243,Mendung,74
April,8553,267,Hujan,124
Desember,8554,345,Mendung,144
Mei,8555,307,Hujan,117
Maret,8556,258,Cerah,85
Oktober,8557,338,Hujan,111
Juli,8558,235,Hujan,106
Oktober,8559,340,Hujan,128
April,8560,103,Mendung,135
Maret,8561,271,Cerah,171
November,8562,146,Cerah,209
September,8563,297,Mendung,104
April,8564,250,Hujan,185
Maret,8565,104,Cerah,103
September,8566,169,Cerah,151
September,8567,328,Hujan,219
Juni,8568,339,Hujan,116
Januari,8569,172,Cerah,163
Oktober,8570,219,Mendung,150
Februari,8571,102,Hujan,144
September,8572,129,Cerah,181
Oktober,8573,313,Hujan,88
Februari,8574,347,Hujan,177
September,8575,233,Hujan,128
September,8576,113,Cerah,183
November,8577,237,Cerah,107
Januari,8578,108,Mendung,72
Maret,8579,329,Mendung,119
Januari,8580,341,Mendung,170
Januari,8581,287,Mendung,173
Januari,8582,159,Cerah,170
Agustus,8583,286,Hujan,143
Agustus,8584,266,Hujan,97
Februari,8585,158,Hujan,77
September,8586,183,Cerah,196
Mei,8587,155,Hujan,102
April,8588,280,Hujan,173
September,8589,249,Cerah,153
Mei,8590,219,Hujan,185
Maret,8591,126,Mendung,72
Desember,8592,245,Hujan,155
Desember,8593,171,Hujan,91
April,8594,244,Cerah,203
Maret,8595,288,Hujan,88
Januari,8596,185,Cerah,140
Juli,8597,349,Hujan,147
Januari,8598,114,Cerah,213
Mei,8599,223,Hujan,166
Agustus,8600,116,Cerah,114
Mei,8601,153,Hujan,130
April,8602,235,Mendung,76
Februari,8603,116,Hujan,136
Maret,8604,138,Mendung,208
November,8605,143,Mendung,95
Februari,8606,160,Mendung,132
Juli,8607,272,Cerah,169
November,8608,262,Cerah,165
Agustus,8609,176,Hujan,159
Juni,8610,251,Mendung,152
Februari,8611,339,Hujan,214
Agustus,8612,232,Mendung,101
Februari,8613,228,Cerah,184
Januari,8614,105,Hujan,173
Juli,8615,329,Cerah,149
Agustus,8616,126,Cerah,87
November,8617,329,Cerah,124
Juni,8618,338,Mendung,72
Juni,8619,263,Hujan,132
Agustus,8620,128,Cerah,110
Oktober,8621,311,Cerah,196
Oktober,8622,157,Cerah,215
September,8623,292,Cerah,174
Februari,8624,315,Mendung,90
September,8625,208,Cerah,128
Februari,8626,308,Cerah,116
April,8627,185,Hujan,204
September,8628,248,Cerah,102
November,8629,315,Hujan,213
Januari,8630,260,Cerah,194
Oktober,8631,103,Cerah,106
April,8632,313,Mendung,104
Juli,8633,122,Cerah,166
September,8634,120,Mendung,180
Maret,8635,270,Hujan,112
Agustus,8636,178,Mendung,159
Juli,8637,328,Cerah,180
Juli,8638,316,Hujan,180
Mei,8639,223,Cerah,176
Februari,8640,254,Hujan,113
Maret,8641,266,Mendung,160
Oktober,8642,236,Cerah,207
Maret,8643,243,Mendung,100
Maret,8644,167,Cerah,86
Juni,8645,174,Cerah,86
September,8646,123,Mendung,218
November,8647,240,Hujan,180
April,8648,209,Mendung,78
Agustus,8649,259,Hujan,97
Februari,8650,311,Cerah,86
Mei,8651,306,Mendung,119
Juni,8652,217,Cerah,185
Desember,8653,310,Hujan,112
April,8654,149,Hujan,141
Desember,8655,183,Mendung,170
Agustus,8656,269,Hujan,161
Mei,8657,118,Mendung,219
Februari,8658,288,Mendung,129
Desember,8659,103,Cerah,182
September,8660,137,Cerah,186
Januari,8661,154,Mendung,94
Juli,8662,163,Mendung,205
Agustus,8663,128,Cerah,183
Februari,8664,141,Mendung,173
Februari,8665,196,Hujan,154
Maret,8666,328,Cerah,71
Mei,8667,217,Cerah,150
Desember,8668,176,Hujan,139
Februari,8669,156,Mendung,96
Februari,8670,224,Mendung,165
